Bike_Model,Age,Service_Type,Service_History,Service_Time (hours:minutes),Build_Year,Mileage (km),Last_Serviced_Date (months),Current_Year
Yamaha FZ V3,10,Air Filter Change,17,07:17,2013,62291,9,2023
Yamaha R15 V2,2,Brake Inspection,2,04:33,2021,25245,9,2023
Yamaha MT15 v1,4,Brake Fluid Change,18,04:32,2019,28398,10,2023
Yamaha FZ 250,9,Chain Inspection,8,12:12,2014,14902,14,2023
Yamaha FZ V2,8,Coolant Oil Change,26,05:-8,2015,7698,8,2023
Yamaha FZ V3,3,Brake Inspection,10,04:03,2020,2136,10,2023
Yamaha R15 V1,11,Coolant Oil Change,27,09:03,2012,25080,2,2023
Yamaha R15 V4,6,Brake Inspection,7,08:59,2017,30582,4,2023
Yamaha MT15 v2,10,Brake Fluid Change,7,09:14,2013,36611,14,2023
Yamaha MT15 v1,2,Chain Inspection,12,01:-12,2021,11661,0,2023
Yamaha FZ V3,13,Brake Fluid Change,20,12:-17,2010,57779,4,2023
Yamaha R15 V4,2,Brake Inspection,9,05:57,2021,40611,7,2023
Yamaha FZ 250,10,Coolant Oil Change,23,11:24,2013,32296,1,2023
Yamaha FZ V3,13,Brake Inspection,26,14:47,2010,47851,7,2023
Yamaha FZ V2,12,Brake Fluid Change,5,10:04,2011,61868,1,2023
Yamaha FZ X,10,Brake Inspection,1,08:68,2013,21166,9,2023
Yamaha MT15 v1,11,Brake Fluid Change,16,13:17,2012,21676,11,2023
Yamaha FZ V1,13,Chain Inspection,13,13:05,2010,17790,-1,2023
Yamaha R15 V2,3,Complete Check Up,5,08:38,2020,35263,7,2023
Yamaha FZ X,0,Chain Inspection,21,00:-8,2023,41468,12,2023
Yamaha R15 V4,6,Fork Oil Change,6,06:38,2017,29790,7,2023
Yamaha R15 V2,7,Chain Inspection,9,05:69,2016,29149,3,2023
Yamaha FZ V3,7,Air Filter Change,19,08:28,2016,36073,4,2023
Yamaha MT15 v2,13,Complete Check Up,-3,28:54,2010,65398,6,2023
Yamaha FZ X,0,Oil Change,21,-2:61,2023,27837,8,2023
Yamaha R15 V2,5,Coolant Oil Change,29,02:26,2018,34954,1,2023
Yamaha FZ 250,8,Chain Inspection,8,07:42,2015,34066,9,2023
Yamaha FZ V1,4,Oil Change,2,05:11,2019,31795,8,2023
Yamaha MT15 v1,1,Complete Check Up,-4,04:27,2022,622,5,2023
Yamaha FZ V2,1,Chain Inspection,22,-2:43,2022,33790,3,2023
Yamaha R15 V1,7,Complete Check Up,-4,14:-10,2016,26709,7,2023
Yamaha R15 V2,7,Air Filter Change,-5,06:-19,2016,25865,10,2023
Yamaha R15 V1,10,Fork Oil Change,23,07:22,2013,24459,10,2023
Yamaha FZ X,12,Chain Inspection,1,09:85,2011,25234,14,2023
Yamaha MT15 v2,13,Fork Oil Change,18,16:54,2010,26800,0,2023
Yamaha R15 V4,13,Fork Oil Change,23,15:48,2010,4840,3,2023
Yamaha MT15 v1,9,Coolant Oil Change,7,11:24,2014,24488,0,2023
Yamaha FZ V3,5,Coolant Oil Change,13,08:22,2018,39901,7,2023
Yamaha MT15 v1,2,Coolant Oil Change,18,04:-3,2021,23413,2,2023
Yamaha FZ X,13,Complete Check Up,22,22:16,2010,27395,-1,2023
Yamaha FZ V2,6,Complete Check Up,19,14:24,2017,7714,3,2023
Yamaha FZ V2,3,Complete Check Up,14,09:62,2020,15467,7,2023
Yamaha FZ V1,4,Fork Oil Change,20,07:-4,2019,33409,13,2023
Yamaha R15 V2,12,Fork Oil Change,27,12:62,2011,50373,9,2023
Yamaha R15 V4,12,Complete Check Up,4,27:27,2011,46921,10,2023
Yamaha R15 V4,1,Brake Inspection,3,-1:25,2022,19277,7,2023
Yamaha MT15 v2,6,Brake Fluid Change,19,08:60,2017,27447,5,2023
Yamaha FZ V3,10,Brake Inspection,-2,12:16,2013,20695,11,2023
Yamaha R15 V3,0,Fork Oil Change,16,-2:33,2023,22920,9,2023
Yamaha FZ 250,2,Brake Inspection,20,05:69,2021,39232,3,2023
Yamaha R15 V2,3,Brake Inspection,-1,03:69,2020,4989,9,2023
Yamaha FZ 250,7,Brake Inspection,10,05:-3,2016,48091,5,2023
Yamaha FZ V1,12,Brake Inspection,5,09:64,2011,65396,5,2023
Yamaha FZ 250,11,Brake Fluid Change,32,13:-29,2012,36144,6,2023
Yamaha FZ V2,0,Air Filter Change,19,-3:37,2023,9405,1,2023
Yamaha MT15 v1,7,Coolant Oil Change,-2,08:36,2016,31408,0,2023
Yamaha MT15 v1,4,Coolant Oil Change,3,06:02,2019,24548,-2,2023
Yamaha R15 V2,11,Fork Oil Change,32,09:70,2012,45864,6,2023
Yamaha R15 V4,7,Brake Inspection,24,06:33,2016,42920,4,2023
Yamaha FZ 250,2,Fork Oil Change,33,00:25,2021,10144,7,2023
Yamaha R15 V4,13,Brake Fluid Change,24,11:44,2010,8719,10,2023
Yamaha FZ V2,1,Oil Change,3,03:60,2022,13414,5,2023
Yamaha R15 V4,8,Coolant Oil Change,9,07:32,2015,48890,9,2023
Yamaha R15 V4,1,Fork Oil Change,18,03:27,2022,30803,11,2023
Yamaha R15 V3,4,Brake Inspection,4,07:43,2019,22065,-2,2023
Yamaha MT15 v2,1,Complete Check Up,13,02:30,2022,12538,6,2023
Yamaha R15 V3,3,Brake Fluid Change,10,05:19,2020,34230,13,2023
Yamaha FZ X,7,Brake Inspection,14,05:14,2016,9068,2,2023
Yamaha FZ V2,12,Air Filter Change,0,15:14,2011,33522,8,2023
Yamaha R15 V4,3,Air Filter Change,22,06:17,2020,21069,4,2023
Yamaha R15 V3,2,Chain Inspection,24,02:-3,2021,10220,6,2023
Yamaha FZ 250,2,Oil Change,24,01:11,2021,19338,-1,2023
Yamaha FZ V2,3,Coolant Oil Change,3,04:59,2020,45445,11,2023
Yamaha MT15 v1,12,Chain Inspection,26,10:50,2011,69265,11,2023
Yamaha R15 V3,10,Oil Change,26,10:37,2013,42871,9,2023
Yamaha FZ V1,1,Complete Check Up,10,-1:06,2022,12880,0,2023
Yamaha R15 V4,12,Coolant Oil Change,23,10:32,2011,36322,2,2023
Yamaha FZ V2,2,Oil Change,20,00:27,2021,29229,8,2023
Yamaha R15 V4,7,Brake Fluid Change,12,04:65,2016,39682,9,2023
Yamaha MT15 v1,7,Coolant Oil Change,30,06:-1,2016,26239,11,2023
Yamaha R15 V3,11,Fork Oil Change,2,13:09,2012,38606,6,2023
Yamaha R15 V3,10,Oil Change,29,08:29,2013,25159,1,2023
Yamaha R15 V2,1,Air Filter Change,6,-1:17,2022,11995,14,2023
Yamaha FZ 250,2,Oil Change,22,05:48,2021,27785,9,2023
Yamaha R15 V3,10,Brake Inspection,14,11:47,2013,38777,10,2023
Yamaha FZ V2,6,Air Filter Change,25,07:39,2017,15976,9,2023
Yamaha FZ V2,5,Oil Change,28,07:44,2018,8554,4,2023
Yamaha R15 V2,4,Brake Fluid Change,23,05:33,2019,22957,8,2023
Yamaha FZ X,6,Fork Oil Change,10,08:-18,2017,15324,7,2023
Yamaha R15 V1,4,Brake Fluid Change,4,05:83,2019,10975,6,2023
Yamaha MT15 v1,8,Fork Oil Change,23,06:-11,2015,41950,8,2023
Yamaha FZ V3,7,Brake Inspection,3,05:25,2016,29838,0,2023
Yamaha FZ X,1,Chain Inspection,28,00:-13,2022,38863,10,2023
Yamaha R15 V1,12,Brake Inspection,35,12:09,2011,33449,7,2023
Yamaha R15 V4,9,Air Filter Change,4,07:53,2014,47821,4,2023
Yamaha FZ V2,6,Coolant Oil Change,16,08:42,2017,51769,3,2023
Yamaha R15 V4,9,Air Filter Change,12,06:33,2014,42299,5,2023
Yamaha FZ V2,9,Oil Change,11,06:59,2014,49874,6,2023
Yamaha R15 V4,6,Coolant Oil Change,6,09:15,2017,23920,9,2023
Yamaha R15 V4,9,Air Filter Change,3,09:41,2014,28712,10,2023
Yamaha FZ V1,11,Coolant Oil Change,16,09:18,2012,23620,3,2023
Yamaha FZ 250,1,Chain Inspection,21,01:03,2022,35872,1,2023
Yamaha MT15 v2,1,Fork Oil Change,-1,02:42,2022,42512,5,2023
Yamaha R15 V1,13,Brake Fluid Change,6,13:11,2010,41452,8,2023
Yamaha FZ 250,13,Fork Oil Change,9,15:68,2010,21734,10,2023
Yamaha FZ V3,12,Brake Fluid Change,4,12:43,2011,31288,9,2023
Yamaha FZ V1,6,Oil Change,28,06:-19,2017,25795,7,2023
Yamaha R15 V1,12,Chain Inspection,28,10:41,2011,57240,4,2023
Yamaha FZ V1,3,Air Filter Change,20,04:-14,2020,39647,8,2023
Yamaha R15 V2,5,Brake Fluid Change,14,06:37,2018,21711,9,2023
Yamaha FZ V3,9,Complete Check Up,19,21:20,2014,45277,6,2023
Yamaha MT15 v1,12,Air Filter Change,7,10:11,2011,47201,2,2023
Yamaha FZ V2,12,Brake Fluid Change,21,10:64,2011,38670,3,2023
Yamaha FZ X,8,Oil Change,31,05:15,2015,4849,6,2023
Yamaha FZ V2,8,Brake Fluid Change,10,11:19,2015,46646,7,2023
Yamaha R15 V4,0,Oil Change,18,-1:62,2023,12527,13,2023
Yamaha R15 V3,9,Chain Inspection,10,11:27,2014,19931,6,2023
Yamaha FZ V3,4,Coolant Oil Change,2,01:35,2019,47715,1,2023
Yamaha R15 V4,5,Fork Oil Change,25,07:46,2018,34177,8,2023
Yamaha FZ V2,6,Complete Check Up,7,11:09,2017,18209,10,2023
Yamaha R15 V1,8,Oil Change,21,11:22,2015,31623,6,2023
Yamaha FZ 250,2,Air Filter Change,20,04:60,2021,14626,13,2023
Yamaha FZ V3,0,Complete Check Up,1,03:24,2023,33583,10,2023
Yamaha FZ V1,0,Complete Check Up,32,00:09,2023,33183,3,2023
Yamaha FZ V3,8,Brake Inspection,25,06:38,2015,16117,-1,2023
Yamaha R15 V1,11,Brake Inspection,12,08:-8,2012,56129,5,2023
Yamaha FZ V3,2,Coolant Oil Change,15,01:73,2021,22543,9,2023
Yamaha FZ 250,10,Coolant Oil Change,4,08:13,2013,44949,11,2023
Yamaha R15 V4,12,Chain Inspection,19,12:-7,2011,13890,1,2023
Yamaha FZ V3,4,Complete Check Up,25,08:33,2019,30230,7,2023
Yamaha R15 V4,13,Air Filter Change,1,10:42,2010,46246,3,2023
Yamaha R15 V1,13,Brake Inspection,4,15:42,2010,64188,7,2023
Yamaha MT15 v1,9,Fork Oil Change,5,07:00,2014,21528,-1,2023
Yamaha MT15 v1,9,Fork Oil Change,8,07:83,2014,58044,4,2023
Yamaha FZ X,0,Oil Change,10,03:34,2023,20816,3,2023
Yamaha MT15 v1,11,Brake Fluid Change,18,12:44,2012,43958,14,2023
Yamaha FZ V3,8,Chain Inspection,16,09:19,2015,26467,10,2023
Yamaha FZ 250,4,Fork Oil Change,25,06:33,2019,33156,8,2023
Yamaha MT15 v2,13,Oil Change,26,13:45,2010,27869,9,2023
Yamaha FZ V3,12,Air Filter Change,18,13:45,2011,38634,11,2023
Yamaha FZ 250,11,Oil Change,11,11:57,2012,23274,3,2023
Yamaha FZ 250,12,Fork Oil Change,0,09:07,2011,50685,6,2023
Yamaha FZ V1,5,Coolant Oil Change,18,03:45,2018,43726,6,2023
Yamaha MT15 v1,0,Brake Inspection,23,-2:43,2023,26039,5,2023
Yamaha MT15 v2,12,Air Filter Change,21,10:11,2011,25468,11,2023
Yamaha MT15 v1,7,Chain Inspection,20,05:27,2016,15655,6,2023
Yamaha R15 V2,5,Fork Oil Change,15,08:29,2018,39505,12,2023
Yamaha FZ 250,4,Coolant Oil Change,4,04:44,2019,15633,10,2023
Yamaha R15 V1,9,Coolant Oil Change,16,08:43,2014,49661,-1,2023
Yamaha R15 V2,11,Chain Inspection,13,12:18,2012,22205,11,2023
Yamaha FZ V1,0,Brake Fluid Change,11,00:-3,2023,38104,9,2023
Yamaha R15 V4,13,Chain Inspection,-4,13:00,2010,55084,-1,2023
Yamaha MT15 v1,2,Coolant Oil Change,21,03:-16,2021,12930,9,2023
Yamaha MT15 v1,8,Oil Change,7,06:-7,2015,12393,9,2023
Yamaha R15 V1,8,Coolant Oil Change,5,05:22,2015,42945,10,2023
Yamaha MT15 v2,5,Brake Fluid Change,9,07:-8,2018,15457,7,2023
Yamaha FZ V2,11,Oil Change,8,13:64,2012,60503,11,2023
Yamaha FZ 250,2,Chain Inspection,5,00:43,2021,44948,11,2023
Yamaha R15 V3,10,Brake Inspection,31,09:37,2013,50348,1,2023
Yamaha R15 V1,5,Coolant Oil Change,12,07:43,2018,43535,0,2023
Yamaha R15 V3,8,Coolant Oil Change,11,07:49,2015,59733,0,2023
Yamaha FZ V3,2,Complete Check Up,32,06:23,2021,20837,11,2023
Yamaha R15 V2,2,Fork Oil Change,17,01:37,2021,37269,10,2023
Yamaha R15 V2,6,Coolant Oil Change,19,04:33,2017,43088,14,2023
Yamaha FZ V2,5,Complete Check Up,10,07:-11,2018,14478,8,2023
Yamaha FZ V3,13,Complete Check Up,15,26:45,2010,26862,6,2023
Yamaha FZ V3,2,Brake Inspection,24,-1:30,2021,20795,8,2023
Yamaha MT15 v1,2,Chain Inspection,29,01:24,2021,8661,5,2023
Yamaha FZ V1,8,Oil Change,29,08:19,2015,23628,13,2023
Yamaha MT15 v2,5,Chain Inspection,30,05:04,2018,37390,5,2023
Yamaha FZ 250,8,Oil Change,18,09:24,2015,24210,7,2023
Yamaha FZ V1,12,Chain Inspection,25,10:17,2011,57564,11,2023
Yamaha MT15 v1,2,Complete Check Up,5,02:12,2021,12468,8,2023
Yamaha FZ V2,3,Complete Check Up,17,06:54,2020,4827,2,2023
Yamaha R15 V1,8,Brake Fluid Change,26,08:14,2015,39171,10,2023
Yamaha R15 V2,12,Brake Inspection,11,12:28,2011,46052,14,2023
Yamaha R15 V4,0,Coolant Oil Change,11,00:48,2023,6544,9,2023
Yamaha R15 V2,2,Fork Oil Change,9,00:02,2021,11394,2,2023
Yamaha R15 V4,12,Fork Oil Change,5,12:54,2011,15406,-2,2023
Yamaha FZ 250,2,Complete Check Up,8,05:39,2021,26402,11,2023
Yamaha FZ V2,3,Brake Fluid Change,12,03:29,2020,17129,13,2023
Yamaha MT15 v1,2,Coolant Oil Change,8,01:-17,2021,26380,8,2023
Yamaha R15 V2,6,Oil Change,14,04:39,2017,54421,3,2023
Yamaha FZ V2,1,Brake Inspection,13,03:18,2022,35145,10,2023
Yamaha FZ 250,6,Oil Change,13,06:62,2017,38890,13,2023
Yamaha FZ V2,6,Brake Inspection,7,09:52,2017,32850,11,2023
Yamaha R15 V4,9,Fork Oil Change,6,12:66,2014,42968,6,2023
Yamaha R15 V2,8,Complete Check Up,6,18:08,2015,18796,3,2023
Yamaha R15 V2,3,Coolant Oil Change,25,06:43,2020,15848,12,2023
Yamaha R15 V1,8,Coolant Oil Change,32,07:-5,2015,21133,11,2023
Yamaha R15 V2,7,Fork Oil Change,16,09:45,2016,16005,3,2023
Yamaha FZ V2,7,Chain Inspection,21,05:81,2016,11237,7,2023
Yamaha R15 V3,9,Coolant Oil Change,9,06:37,2014,18643,6,2023
Yamaha FZ 250,7,Brake Inspection,-1,06:54,2016,11523,1,2023
Yamaha FZ V3,2,Fork Oil Change,12,05:-6,2021,10339,2,2023
Yamaha FZ V3,1,Chain Inspection,7,00:23,2022,25861,13,2023
Yamaha MT15 v2,8,Brake Inspection,27,10:07,2015,62806,6,2023
Yamaha FZ V3,3,Air Filter Change,7,00:21,2020,24070,13,2023
Yamaha FZ V2,5,Fork Oil Change,20,04:57,2018,34938,9,2023
Yamaha R15 V3,2,Air Filter Change,29,01:35,2021,30373,9,2023
Yamaha FZ V1,7,Chain Inspection,12,08:61,2016,13277,5,2023
Yamaha MT15 v2,13,Coolant Oil Change,13,11:08,2010,70343,2,2023
Yamaha FZ X,2,Complete Check Up,16,04:51,2021,16949,9,2023
Yamaha MT15 v2,9,Complete Check Up,26,20:60,2014,52706,4,2023
Yamaha FZ V2,5,Air Filter Change,9,05:19,2018,24885,-1,2023
Yamaha FZ V3,9,Complete Check Up,29,15:-6,2014,17939,3,2023
Yamaha FZ V1,0,Chain Inspection,15,03:20,2023,13531,6,2023
Yamaha FZ V2,8,Air Filter Change,17,06:37,2015,17544,9,2023
Yamaha FZ V1,9,Fork Oil Change,25,12:12,2014,59153,8,2023
Yamaha FZ V2,8,Fork Oil Change,15,09:24,2015,21713,-2,2023
Yamaha R15 V3,10,Oil Change,22,11:67,2013,10374,5,2023
Yamaha R15 V2,13,Coolant Oil Change,6,14:22,2010,36246,2,2023
Yamaha FZ V3,9,Coolant Oil Change,6,07:-7,2014,21471,2,2023
Yamaha R15 V1,9,Complete Check Up,5,19:03,2014,35151,9,2023
Yamaha FZ V2,0,Oil Change,26,02:74,2023,9016,3,2023
Yamaha R15 V1,8,Brake Fluid Change,14,07:42,2015,10090,2,2023
Yamaha FZ 250,13,Brake Inspection,4,16:18,2010,57048,13,2023
Yamaha FZ X,9,Oil Change,20,08:43,2014,23573,9,2023
Yamaha FZ X,6,Chain Inspection,28,06:70,2017,28282,-1,2023
Yamaha R15 V4,12,Air Filter Change,28,10:-19,2011,23721,8,2023
Yamaha MT15 v1,11,Brake Fluid Change,0,11:13,2012,27644,7,2023
Yamaha R15 V4,9,Brake Fluid Change,7,08:14,2014,10819,-2,2023
Yamaha FZ 250,8,Brake Inspection,11,08:08,2015,32121,3,2023
Yamaha FZ V3,6,Brake Inspection,5,04:-3,2017,21115,6,2023
Yamaha FZ X,3,Brake Fluid Change,29,02:29,2020,16695,13,2023
Yamaha FZ V2,11,Brake Inspection,-1,14:14,2012,14923,4,2023
Yamaha R15 V2,13,Complete Check Up,2,26:35,2010,12058,1,2023
Yamaha MT15 v1,8,Air Filter Change,29,09:-12,2015,52196,14,2023
Yamaha FZ V1,4,Brake Fluid Change,13,01:-26,2019,42924,13,2023
Yamaha FZ V2,6,Chain Inspection,16,09:38,2017,36777,9,2023
Yamaha FZ V1,3,Brake Fluid Change,12,04:44,2020,33068,12,2023
Yamaha MT15 v1,11,Chain Inspection,7,11:32,2012,41076,9,2023
Yamaha FZ 250,9,Air Filter Change,27,11:22,2014,27376,5,2023
Yamaha FZ V1,9,Fork Oil Change,22,08:74,2014,19528,10,2023
Yamaha FZ V1,9,Complete Check Up,5,16:39,2014,40085,13,2023
Yamaha MT15 v2,9,Air Filter Change,9,11:05,2014,28668,3,2023
Yamaha R15 V1,3,Coolant Oil Change,24,01:20,2020,34170,2,2023
Yamaha MT15 v1,11,Coolant Oil Change,4,14:66,2012,38710,3,2023
Yamaha R15 V4,1,Chain Inspection,10,02:19,2022,18937,12,2023
Yamaha MT15 v1,13,Coolant Oil Change,26,13:34,2010,50818,-1,2023
Yamaha MT15 v1,10,Brake Fluid Change,9,08:07,2013,32331,6,2023
Yamaha R15 V3,13,Oil Change,12,14:17,2010,26561,5,2023
Yamaha FZ X,12,Brake Inspection,10,11:44,2011,36106,10,2023
Yamaha FZ V2,6,Brake Fluid Change,-3,09:36,2017,15571,7,2023
Yamaha FZ V1,4,Complete Check Up,11,06:79,2019,47353,8,2023
Yamaha R15 V1,6,Air Filter Change,19,05:65,2017,19421,12,2023
Yamaha R15 V3,6,Fork Oil Change,16,08:08,2017,42617,1,2023
Yamaha FZ V2,13,Air Filter Change,6,15:-8,2010,61744,8,2023
Yamaha R15 V3,4,Complete Check Up,23,10:14,2019,29949,1,2023
Yamaha FZ V3,9,Air Filter Change,20,07:42,2014,46184,14,2023
Yamaha R15 V1,2,Brake Inspection,3,-1:05,2021,11682,11,2023
Yamaha R15 V3,8,Air Filter Change,11,06:19,2015,13020,3,2023
Yamaha FZ V3,11,Brake Fluid Change,-1,13:24,2012,55981,11,2023
Yamaha R15 V1,3,Brake Inspection,20,00:30,2020,12493,5,2023
Yamaha FZ V1,11,Complete Check Up,31,21:37,2012,54763,6,2023
Yamaha FZ 250,13,Chain Inspection,9,11:40,2010,13055,10,2023
Yamaha R15 V2,0,Air Filter Change,20,-3:73,2023,41260,8,2023
Yamaha R15 V2,6,Fork Oil Change,12,03:71,2017,49793,15,2023
Yamaha FZ V1,0,Complete Check Up,25,00:21,2023,6794,14,2023
Yamaha R15 V3,2,Air Filter Change,19,00:45,2021,11976,3,2023
Yamaha FZ V1,1,Fork Oil Change,15,04:71,2022,33219,7,2023
Yamaha R15 V3,7,Brake Inspection,29,07:11,2016,49583,3,2023
Yamaha FZ X,1,Complete Check Up,8,01:26,2022,4784,2,2023
Yamaha FZ 250,7,Brake Inspection,21,04:08,2016,47009,1,2023
Yamaha FZ X,6,Air Filter Change,4,08:74,2017,9704,6,2023
Yamaha FZ V2,9,Brake Inspection,30,08:66,2014,24031,7,2023
Yamaha MT15 v2,12,Brake Fluid Change,20,14:79,2011,44347,-1,2023
Yamaha R15 V2,1,Oil Change,19,04:-14,2022,16888,2,2023
Yamaha FZ V2,11,Coolant Oil Change,3,12:62,2012,39254,5,2023
Yamaha MT15 v1,11,Fork Oil Change,5,14:72,2012,17361,5,2023
Yamaha FZ V1,2,Air Filter Change,26,05:46,2021,13382,8,2023
Yamaha FZ V3,7,Oil Change,25,10:44,2016,11402,7,2023
Yamaha FZ V3,8,Brake Fluid Change,11,11:68,2015,29726,3,2023
Yamaha MT15 v2,4,Chain Inspection,13,03:01,2019,48873,7,2023
Yamaha MT15 v2,8,Fork Oil Change,2,10:01,2015,21495,6,2023
Yamaha FZ V1,7,Coolant Oil Change,19,07:61,2016,38284,6,2023
Yamaha FZ V2,0,Fork Oil Change,6,00:63,2023,14705,2,2023
Yamaha FZ X,1,Complete Check Up,12,01:27,2022,34717,4,2023
Yamaha R15 V1,3,Fork Oil Change,21,06:40,2020,23936,10,2023
Yamaha FZ X,1,Oil Change,8,-1:33,2022,29039,11,2023
Yamaha FZ X,4,Oil Change,13,07:23,2019,45272,9,2023
Yamaha FZ V3,4,Oil Change,9,01:34,2019,16823,8,2023
Yamaha MT15 v1,11,Chain Inspection,22,12:09,2012,43000,12,2023
Yamaha R15 V3,3,Brake Fluid Change,28,00:32,2020,27615,6,2023
Yamaha R15 V1,11,Brake Fluid Change,5,12:63,2012,31764,8,2023
Yamaha FZ V2,2,Fork Oil Change,20,05:65,2021,41992,3,2023
Yamaha R15 V4,2,Brake Inspection,13,00:65,2021,38408,2,2023
Yamaha R15 V4,0,Brake Inspection,26,02:63,2023,30182,4,2023
Yamaha R15 V1,7,Brake Fluid Change,31,07:15,2016,35060,7,2023
Yamaha FZ V2,9,Air Filter Change,-1,06:68,2014,20440,6,2023
Yamaha R15 V3,10,Complete Check Up,7,18:35,2013,43366,8,2023
Yamaha FZ V3,10,Coolant Oil Change,31,07:10,2013,32741,10,2023
Yamaha R15 V2,10,Oil Change,18,10:19,2013,55261,3,2023
Yamaha R15 V2,9,Complete Check Up,21,15:05,2014,48702,2,2023
Yamaha R15 V2,3,Brake Fluid Change,21,00:-1,2020,43956,12,2023
Yamaha MT15 v1,6,Coolant Oil Change,1,05:60,2017,43024,10,2023
Yamaha FZ V2,6,Oil Change,6,06:-1,2017,49247,5,2023
Yamaha FZ V1,1,Chain Inspection,15,00:-7,2022,18399,7,2023
Yamaha FZ 250,10,Air Filter Change,1,10:33,2013,51082,8,2023
Yamaha MT15 v1,2,Brake Fluid Change,20,02:15,2021,36730,12,2023
Yamaha R15 V4,1,Oil Change,16,03:65,2022,28775,5,2023
Yamaha MT15 v1,12,Fork Oil Change,20,15:07,2011,20712,8,2023
Yamaha FZ X,12,Complete Check Up,14,23:35,2011,49374,12,2023
Yamaha FZ V2,0,Brake Inspection,22,-3:39,2023,7249,4,2023
Yamaha FZ V1,8,Complete Check Up,20,15:76,2015,57065,5,2023
Yamaha R15 V2,3,Fork Oil Change,23,04:-7,2020,22037,-2,2023
Yamaha MT15 v1,3,Brake Inspection,19,01:12,2020,29594,8,2023
Yamaha MT15 v2,7,Complete Check Up,4,12:40,2016,36677,8,2023
Yamaha R15 V4,1,Air Filter Change,25,02:50,2022,37276,3,2023
Yamaha MT15 v1,12,Brake Fluid Change,21,15:66,2011,44956,8,2023
Yamaha FZ V2,13,Complete Check Up,35,25:08,2010,22835,12,2023
Yamaha R15 V1,13,Complete Check Up,7,24:57,2010,30749,7,2023
Yamaha FZ V2,3,Chain Inspection,26,06:11,2020,33916,10,2023
Yamaha FZ 250,13,Fork Oil Change,12,15:24,2010,31239,5,2023
Yamaha FZ V2,9,Brake Inspection,18,08:24,2014,35440,7,2023
Yamaha R15 V4,10,Air Filter Change,11,09:41,2013,57825,10,2023
Yamaha R15 V2,1,Coolant Oil Change,2,-2:-7,2022,831,2,2023
Yamaha MT15 v2,4,Complete Check Up,14,07:55,2019,30958,2,2023
Yamaha FZ X,10,Fork Oil Change,9,10:21,2013,68887,7,2023
Yamaha FZ V2,12,Chain Inspection,18,11:07,2011,47881,1,2023
Yamaha MT15 v2,1,Coolant Oil Change,18,01:24,2022,29431,9,2023
Yamaha FZ V2,12,Complete Check Up,17,25:43,2011,40504,8,2023
Yamaha R15 V4,10,Oil Change,29,08:09,2013,38355,13,2023
Yamaha R15 V3,9,Complete Check Up,21,16:02,2014,17267,5,2023
Yamaha MT15 v1,6,Chain Inspection,25,04:01,2017,13348,4,2023
Yamaha FZ V2,8,Brake Inspection,32,10:-7,2015,12945,7,2023
Yamaha MT15 v2,6,Coolant Oil Change,24,04:28,2017,25123,9,2023
Yamaha R15 V4,9,Oil Change,22,08:80,2014,29379,11,2023
Yamaha R15 V4,11,Brake Inspection,11,13:43,2012,56231,11,2023
Yamaha R15 V2,4,Coolant Oil Change,11,03:-4,2019,4987,10,2023
Yamaha FZ X,5,Complete Check Up,13,12:01,2018,21040,3,2023
Yamaha R15 V2,10,Oil Change,14,10:10,2013,29217,13,2023
Yamaha FZ V3,5,Brake Inspection,15,02:-3,2018,29623,1,2023
Yamaha MT15 v1,7,Brake Inspection,21,05:15,2016,13112,4,2023
Yamaha R15 V2,13,Brake Inspection,5,15:01,2010,7747,1,2023
Yamaha FZ 250,11,Fork Oil Change,27,10:40,2012,51141,9,2023
Yamaha MT15 v2,1,Chain Inspection,19,00:32,2022,25859,1,2023
Yamaha R15 V4,1,Brake Fluid Change,28,02:35,2022,19339,2,2023
Yamaha MT15 v1,3,Complete Check Up,21,06:12,2020,17857,15,2023
Yamaha FZ X,11,Brake Fluid Change,22,08:14,2012,47121,10,2023
Yamaha R15 V2,3,Coolant Oil Change,30,01:-8,2020,9940,1,2023
Yamaha MT15 v1,12,Brake Inspection,-3,14:23,2011,57250,2,2023
Yamaha R15 V1,10,Coolant Oil Change,3,12:23,2013,61044,6,2023
Yamaha FZ V2,8,Brake Inspection,19,08:22,2015,57743,10,2023
Yamaha MT15 v1,13,Air Filter Change,5,12:-30,2010,62500,1,2023
Yamaha R15 V2,0,Coolant Oil Change,18,01:73,2023,18356,14,2023
Yamaha R15 V1,6,Chain Inspection,20,07:06,2017,28746,9,2023
Yamaha MT15 v2,7,Fork Oil Change,25,06:53,2016,37931,3,2023
Yamaha R15 V3,6,Brake Fluid Change,11,06:37,2017,44819,4,2023
Yamaha MT15 v2,9,Chain Inspection,2,07:-26,2014,34586,6,2023
Yamaha R15 V3,6,Complete Check Up,3,12:37,2017,26194,11,2023
Yamaha FZ 250,3,Air Filter Change,9,06:-1,2020,26194,8,2023
Yamaha FZ X,9,Brake Fluid Change,22,09:25,2014,57505,10,2023
Yamaha MT15 v1,11,Brake Fluid Change,15,10:-9,2012,62838,6,2023
Yamaha MT15 v2,7,Brake Inspection,16,10:07,2016,26519,9,2023
Yamaha FZ V1,3,Complete Check Up,19,06:47,2020,23751,5,2023
Yamaha FZ 250,3,Fork Oil Change,8,05:42,2020,30700,0,2023
Yamaha R15 V4,4,Chain Inspection,2,07:60,2019,35335,2,2023
Yamaha FZ V1,9,Oil Change,6,11:-15,2014,12536,9,2023
